id_transport_log,id_warehouse,id_store,id_suppliers,journey_status,ts_stock_shipped,ts_stock_received,ts_last_update,id_dim_date_stock_shipped,id_dim_date_stock_received,id_dim_date_last_update
53752,WH16,ST116,12,Late,13:50:13,13:50:13,13:50:13,20251028,20251102,20251102
53753,WH17,ST017,13,On-Time,13:50:53,13:50:53,13:50:53,20251028,20251031,20251031
53754,WH17,ST117,14,Late,13:51:32,13:51:32,13:51:32,20251028,20251101,20251101
53755,WH18,ST018,15,On-Time,13:52:11,13:52:11,13:52:11,20251028,20251031,20251031
53756,WH18,ST118,16,On-Time,13:52:50,13:52:50,13:52:50,20251028,20251031,20251031
53757,WH19,ST019,17,On-Time,13:53:30,13:53:30,13:53:30,20251028,20251031,20251031
53758,WH19,ST119,18,On-Time,13:54:09,13:54:09,13:54:09,20251028,20251031,20251031
53759,WH20,ST020,19,On-Time,13:54:48,13:54:48,13:54:48,20251028,20251031,20251031
53760,WH20,ST120,20,On-Time,13:55:27,13:55:27,13:55:27,20251028,20251031,20251031
53761,WH01,ST001,1,On-Time,13:56:07,13:56:07,13:56:07,20251028,20251031,20251031
53762,WH01,ST101,2,On-Time,13:56:46,13:56:46,13:56:46,20251028,20251031,20251031
53763,WH02,ST002,3,On-Time,13:57:25,13:57:25,13:57:25,20251028,20251031,20251031
53764,WH02,ST102,4,On-Time,13:58:04,13:58:04,13:58:04,20251028,20251031,20251031
53765,WH03,ST003,5,On-Time,13:58:44,13:58:44,13:58:44,20251028,20251031,20251031
53766,WH03,ST103,6,On-Time,13:59:23,13:59:23,13:59:23,20251028,20251031,20251031
53767,WH04,ST004,7,Late,14:00:02,14:00:02,14:00:02,20251028,20251101,20251101
53768,WH04,ST104,8,On-Time,14:00:41,14:00:41,14:00:41,20251028,20251031,20251031
53769,WH05,ST005,9,On-Time,14:01:21,14:01:21,14:01:21,20251028,20251031,20251031
53770,WH05,ST105,10,On-Time,14:02:00,14:02:00,14:02:00,20251028,20251031,20251031
53771,WH06,ST006,11,On-Time,14:02:39,14:02:39,14:02:39,20251028,20251031,20251031
53772,WH06,ST106,12,Late,14:03:18,14:03:18,14:03:18,20251028,20251101,20251101
53773,WH07,ST007,13,On-Time,14:03:58,14:03:58,14:03:58,20251028,20251031,20251031
53774,WH07,ST107,14,On-Time,14:04:37,14:04:37,14:04:37,20251028,20251031,20251031
53775,WH08,ST008,15,On-Time,14:05:16,14:05:16,14:05:16,20251028,20251031,20251031
53776,WH08,ST108,16,Late,14:05:55,14:05:55,14:05:55,20251028,20251102,20251102
53777,WH09,ST009,17,On-Time,14:06:35,14:06:35,14:06:35,20251028,20251031,20251031
53778,WH09,ST109,18,On-Time,14:07:14,14:07:14,14:07:14,20251028,20251031,20251031
53779,WH10,ST010,19,On-Time,14:07:53,14:07:53,14:07:53,20251028,20251031,20251031
53780,WH10,ST110,20,On-Time,14:08:32,14:08:32,14:08:32,20251028,20251031,20251031
53781,WH11,ST011,1,On-Time,14:09:12,14:09:12,14:09:12,20251028,20251031,20251031
53782,WH11,ST111,2,On-Time,14:09:51,14:09:51,14:09:51,20251028,20251031,20251031
53783,WH12,ST012,3,On-Time,14:10:30,14:10:30,14:10:30,20251028,20251031,20251031
53784,WH12,ST112,4,On-Time,14:11:10,14:11:10,14:11:10,20251028,20251031,20251031
53785,WH13,ST013,5,On-Time,14:11:49,14:11:49,14:11:49,20251028,20251031,20251031
53786,WH13,ST113,6,On-Time,14:12:28,14:12:28,14:12:28,20251028,20251031,20251031
53787,WH14,ST014,7,On-Time,14:13:07,14:13:07,14:13:07,20251028,20251031,20251031
53788,WH14,ST114,8,On-Time,14:13:47,14:13:47,14:13:47,20251028,20251031,20251031
53789,WH15,ST015,9,On-Time,14:14:26,14:14:26,14:14:26,20251028,20251031,20251031
53790,WH15,ST115,10,Late,14:15:05,14:15:05,14:15:05,20251028,20251101,20251101
53791,WH16,ST016,11,On-Time,14:15:44,14:15:44,14:15:44,20251028,20251031,20251031
53792,WH16,ST116,12,On-Time,14:16:24,14:16:24,14:16:24,20251028,20251031,20251031
53793,WH17,ST017,13,On-Time,14:17:03,14:17:03,14:17:03,20251028,20251031,20251031
53794,WH17,ST117,14,Late,14:17:42,14:17:42,14:17:42,20251028,20251101,20251101
53795,WH18,ST018,15,On-Time,14:18:21,14:18:21,14:18:21,20251028,20251031,20251031
53796,WH18,ST118,16,On-Time,14:19:01,14:19:01,14:19:01,20251028,20251031,20251031
53797,WH19,ST019,17,On-Time,14:19:40,14:19:40,14:19:40,20251028,20251031,20251031
53798,WH19,ST119,18,On-Time,14:20:19,14:20:19,14:20:19,20251028,20251031,20251031
53799,WH20,ST020,19,On-Time,14:20:58,14:20:58,14:20:58,20251028,20251031,20251031
53800,WH20,ST120,20,On-Time,14:21:38,14:21:38,14:21:38,20251028,20251031,20251031
53801,WH01,ST001,1,On-Time,14:22:17,14:22:17,14:22:17,20251028,20251031,20251031
53802,WH01,ST101,2,On-Time,14:22:56,14:22:56,14:22:56,20251028,20251031,20251031
53803,WH02,ST002,3,On-Time,14:23:35,14:23:35,14:23:35,20251028,20251031,20251031
53804,WH02,ST102,4,On-Time,14:24:15,14:24:15,14:24:15,20251028,20251031,20251031
53805,WH03,ST003,5,On-Time,14:24:54,14:24:54,14:24:54,20251028,20251031,20251031
53806,WH03,ST103,6,On-Time,14:25:33,14:25:33,14:25:33,20251028,20251031,20251031
53807,WH04,ST004,7,On-Time,14:26:12,14:26:12,14:26:12,20251028,20251031,20251031
53808,WH04,ST104,8,On-Time,14:26:52,14:26:52,14:26:52,20251028,20251031,20251031
53809,WH05,ST005,9,Late,14:27:31,14:27:31,14:27:31,20251028,20251101,20251101
53810,WH05,ST105,10,On-Time,14:28:10,14:28:10,14:28:10,20251028,20251031,20251031
53811,WH06,ST006,11,On-Time,14:28:49,14:28:49,14:28:49,20251028,20251031,20251031
53812,WH06,ST106,12,On-Time,14:29:29,14:29:29,14:29:29,20251028,20251031,20251031
53813,WH07,ST007,13,On-Time,14:30:08,14:30:08,14:30:08,20251028,20251031,20251031
53814,WH07,ST107,14,On-Time,14:30:47,14:30:47,14:30:47,20251028,20251031,20251031
53815,WH08,ST008,15,On-Time,14:31:26,14:31:26,14:31:26,20251028,20251031,20251031
53816,WH08,ST108,16,On-Time,14:32:06,14:32:06,14:32:06,20251028,20251031,20251031
53817,WH09,ST009,17,On-Time,14:32:45,14:32:45,14:32:45,20251028,20251031,20251031
53818,WH09,ST109,18,On-Time,14:33:24,14:33:24,14:33:24,20251028,20251031,20251031
53819,WH10,ST010,19,On-Time,14:34:03,14:34:03,14:34:03,20251028,20251031,20251031
53820,WH10,ST110,20,On-Time,14:34:43,14:34:43,14:34:43,20251028,20251031,20251031
53821,WH11,ST011,1,On-Time,14:35:22,14:35:22,14:35:22,20251028,20251031,20251031
53822,WH11,ST111,2,On-Time,14:36:01,14:36:01,14:36:01,20251028,20251031,20251031
53823,WH12,ST012,3,On-Time,14:36:40,14:36:40,14:36:40,20251028,20251031,20251031
53824,WH12,ST112,4,On-Time,14:37:20,14:37:20,14:37:20,20251028,20251031,20251031
53825,WH13,ST013,5,On-Time,14:37:59,14:37:59,14:37:59,20251028,20251031,20251031
53826,WH13,ST113,6,Late,14:38:38,14:38:38,14:38:38,20251028,20251102,20251102
53827,WH14,ST014,7,On-Time,14:39:17,14:39:17,14:39:17,20251028,20251031,20251031
53828,WH14,ST114,8,Late,14:39:57,14:39:57,14:39:57,20251028,20251101,20251101
53829,WH15,ST015,9,On-Time,14:40:36,14:40:36,14:40:36,20251028,20251031,20251031
53830,WH15,ST115,10,On-Time,14:41:15,14:41:15,14:41:15,20251028,20251031,20251031
53831,WH16,ST016,11,On-Time,14:41:54,14:41:54,14:41:54,20251028,20251031,20251031
53832,WH16,ST116,12,Late,14:42:34,14:42:34,14:42:34,20251028,20251101,20251101
53833,WH17,ST017,13,On-Time,14:43:13,14:43:13,14:43:13,20251028,20251031,20251031
53834,WH17,ST117,14,On-Time,14:43:52,14:43:52,14:43:52,20251028,20251031,20251031
53835,WH18,ST018,15,On-Time,14:44:31,14:44:31,14:44:31,20251028,20251031,20251031
53836,WH18,ST118,16,On-Time,14:45:11,14:45:11,14:45:11,20251028,20251031,20251031
53837,WH19,ST019,17,Late,14:45:50,14:45:50,14:45:50,20251028,20251102,20251102
53838,WH19,ST119,18,Late,14:46:29,14:46:29,14:46:29,20251028,20251101,20251101
53839,WH20,ST020,19,On-Time,14:47:09,14:47:09,14:47:09,20251028,20251031,20251031
53840,WH20,ST120,20,On-Time,14:47:48,14:47:48,14:47:48,20251028,20251031,20251031
53841,WH01,ST001,1,On-Time,14:48:27,14:48:27,14:48:27,20251028,20251031,20251031
53842,WH01,ST101,2,On-Time,14:49:06,14:49:06,14:49:06,20251028,20251031,20251031
53843,WH02,ST002,3,Late,14:49:46,14:49:46,14:49:46,20251028,20251101,20251101
53844,WH02,ST102,4,On-Time,14:50:25,14:50:25,14:50:25,20251028,20251031,20251031
53845,WH03,ST003,5,On-Time,14:51:04,14:51:04,14:51:04,20251028,20251031,20251031
53846,WH03,ST103,6,Late,14:51:43,14:51:43,14:51:43,20251028,20251101,20251101
53847,WH04,ST004,7,On-Time,14:52:23,14:52:23,14:52:23,20251028,20251031,20251031
53848,WH04,ST104,8,On-Time,14:53:02,14:53:02,14:53:02,20251028,20251031,20251031
53849,WH05,ST005,9,On-Time,14:53:41,14:53:41,14:53:41,20251028,20251031,20251031
53850,WH05,ST105,10,On-Time,14:54:20,14:54:20,14:54:20,20251028,20251031,20251031
53851,WH06,ST006,11,Late,14:55:00,14:55:00,14:55:00,20251028,20251101,20251101
53852,WH06,ST106,12,On-Time,14:55:39,14:55:39,14:55:39,20251028,20251031,20251031
53853,WH07,ST007,13,Late,14:56:18,14:56:18,14:56:18,20251028,20251102,20251102
53854,WH07,ST107,14,On-Time,14:56:57,14:56:57,14:56:57,20251028,20251031,20251031
53855,WH08,ST008,15,On-Time,14:57:37,14:57:37,14:57:37,20251028,20251031,20251031
53856,WH08,ST108,16,On-Time,14:58:16,14:58:16,14:58:16,20251028,20251031,20251031
53857,WH09,ST009,17,On-Time,14:58:55,14:58:55,14:58:55,20251028,20251031,20251031
53858,WH09,ST109,18,On-Time,14:59:34,14:59:34,14:59:34,20251028,20251031,20251031
53859,WH10,ST010,19,On-Time,15:00:14,15:00:14,15:00:14,20251028,20251031,20251031
53860,WH10,ST110,20,On-Time,15:00:53,15:00:53,15:00:53,20251028,20251031,20251031
53861,WH11,ST011,1,On-Time,15:01:32,15:01:32,15:01:32,20251028,20251031,20251031
53862,WH11,ST111,2,On-Time,15:02:11,15:02:11,15:02:11,20251028,20251031,20251031
53863,WH12,ST012,3,On-Time,15:02:51,15:02:51,15:02:51,20251028,20251031,20251031
53864,WH12,ST112,4,On-Time,15:03:30,15:03:30,15:03:30,20251028,20251031,20251031
53865,WH13,ST013,5,On-Time,15:04:09,15:04:09,15:04:09,20251028,20251031,20251031
53866,WH13,ST113,6,On-Time,15:04:48,15:04:48,15:04:48,20251028,20251031,20251031
53867,WH14,ST014,7,Late,15:05:28,15:05:28,15:05:28,20251028,20251101,20251101
53868,WH14,ST114,8,On-Time,15:06:07,15:06:07,15:06:07,20251028,20251031,20251031
53869,WH15,ST015,9,On-Time,15:06:46,15:06:46,15:06:46,20251028,20251031,20251031
53870,WH15,ST115,10,On-Time,15:07:25,15:07:25,15:07:25,20251028,20251031,20251031
53871,WH16,ST016,11,On-Time,15:08:05,15:08:05,15:08:05,20251028,20251031,20251031
53872,WH16,ST116,12,On-Time,15:08:44,15:08:44,15:08:44,20251028,20251031,20251031
53873,WH17,ST017,13,On-Time,15:09:23,15:09:23,15:09:23,20251028,20251031,20251031
53874,WH17,ST117,14,Late,15:10:02,15:10:02,15:10:02,20251028,20251101,20251101
53875,WH18,ST018,15,On-Time,15:10:42,15:10:42,15:10:42,20251028,20251031,20251031
53876,WH18,ST118,16,On-Time,15:11:21,15:11:21,15:11:21,20251028,20251031,20251031
53877,WH19,ST019,17,On-Time,15:12:00,15:12:00,15:12:00,20251028,20251031,20251031
53878,WH19,ST119,18,On-Time,15:12:39,15:12:39,15:12:39,20251028,20251031,20251031
53879,WH20,ST020,19,On-Time,15:13:19,15:13:19,15:13:19,20251028,20251031,20251031
53880,WH20,ST120,20,On-Time,15:13:58,15:13:58,15:13:58,20251028,20251031,20251031
53881,WH01,ST001,1,On-Time,15:14:37,15:14:37,15:14:37,20251028,20251031,20251031
53882,WH01,ST101,2,On-Time,15:15:16,15:15:16,15:15:16,20251028,20251031,20251031
53883,WH02,ST002,3,On-Time,15:15:56,15:15:56,15:15:56,20251028,20251031,20251031
53884,WH02,ST102,4,On-Time,15:16:35,15:16:35,15:16:35,20251028,20251031,20251031
53885,WH03,ST003,5,On-Time,15:17:14,15:17:14,15:17:14,20251028,20251031,20251031
53886,WH03,ST103,6,On-Time,15:17:53,15:17:53,15:17:53,20251028,20251031,20251031
53887,WH04,ST004,7,On-Time,15:18:33,15:18:33,15:18:33,20251028,20251031,20251031
53888,WH04,ST104,8,On-Time,15:19:12,15:19:12,15:19:12,20251028,20251031,20251031
53889,WH05,ST005,9,Late,15:19:51,15:19:51,15:19:51,20251028,20251101,20251101
53890,WH05,ST105,10,On-Time,15:20:30,15:20:30,15:20:30,20251028,20251031,20251031
53891,WH06,ST006,11,On-Time,15:21:10,15:21:10,15:21:10,20251028,20251031,20251031
53892,WH06,ST106,12,On-Time,15:21:49,15:21:49,15:21:49,20251028,20251031,20251031
53893,WH07,ST007,13,On-Time,15:22:28,15:22:28,15:22:28,20251028,20251031,20251031
53894,WH07,ST107,14,On-Time,15:23:08,15:23:08,15:23:08,20251028,20251031,20251031
53895,WH08,ST008,15,On-Time,15:23:47,15:23:47,15:23:47,20251028,20251031,20251031
53896,WH08,ST108,16,On-Time,15:24:26,15:24:26,15:24:26,20251028,20251031,20251031
53897,WH09,ST009,17,Late,15:25:05,15:25:05,15:25:05,20251028,20251101,20251101
53898,WH09,ST109,18,On-Time,15:25:45,15:25:45,15:25:45,20251028,20251031,20251031
53899,WH10,ST010,19,Late,15:26:24,15:26:24,15:26:24,20251028,20251101,20251101
53900,WH10,ST110,20,On-Time,15:27:03,15:27:03,15:27:03,20251028,20251031,20251031
53901,WH11,ST011,1,On-Time,15:27:42,15:27:42,15:27:42,20251028,20251031,20251031
53902,WH11,ST111,2,On-Time,15:28:22,15:28:22,15:28:22,20251028,20251031,20251031
53903,WH12,ST012,3,Late,15:29:01,15:29:01,15:29:01,20251028,20251101,20251101
53904,WH12,ST112,4,On-Time,15:29:40,15:29:40,15:29:40,20251028,20251031,20251031
53905,WH13,ST013,5,On-Time,15:30:19,15:30:19,15:30:19,20251028,20251031,20251031
53906,WH13,ST113,6,On-Time,15:30:59,15:30:59,15:30:59,20251028,20251031,20251031
53907,WH14,ST014,7,On-Time,15:31:38,15:31:38,15:31:38,20251028,20251031,20251031
53908,WH14,ST114,8,On-Time,15:32:17,15:32:17,15:32:17,20251028,20251031,20251031
53909,WH15,ST015,9,On-Time,15:32:56,15:32:56,15:32:56,20251028,20251031,20251031
53910,WH15,ST115,10,On-Time,15:33:36,15:33:36,15:33:36,20251028,20251031,20251031
53911,WH16,ST016,11,On-Time,15:34:15,15:34:15,15:34:15,20251028,20251031,20251031
53912,WH16,ST116,12,On-Time,15:34:54,15:34:54,15:34:54,20251028,20251031,20251031
53913,WH17,ST017,13,On-Time,15:35:33,15:35:33,15:35:33,20251028,20251031,20251031
53914,WH17,ST117,14,On-Time,15:36:13,15:36:13,15:36:13,20251028,20251031,20251031
53915,WH18,ST018,15,On-Time,15:36:52,15:36:52,15:36:52,20251028,20251031,20251031
53916,WH18,ST118,16,On-Time,15:37:31,15:37:31,15:37:31,20251028,20251031,20251031
53917,WH19,ST019,17,On-Time,15:38:10,15:38:10,15:38:10,20251028,20251031,20251031
53918,WH19,ST119,18,On-Time,15:38:50,15:38:50,15:38:50,20251028,20251031,20251031
53919,WH20,ST020,19,On-Time,15:39:29,15:39:29,15:39:29,20251028,20251031,20251031
53920,WH20,ST120,20,On-Time,15:40:08,15:40:08,15:40:08,20251028,20251031,20251031
53921,WH01,ST001,1,On-Time,15:40:47,15:40:47,15:40:47,20251028,20251031,20251031
53922,WH01,ST101,2,On-Time,15:41:27,15:41:27,15:41:27,20251028,20251031,20251031
53923,WH02,ST002,3,On-Time,15:42:06,15:42:06,15:42:06,20251028,20251031,20251031
53924,WH02,ST102,4,On-Time,15:42:45,15:42:45,15:42:45,20251028,20251031,20251031
53925,WH03,ST003,5,On-Time,15:43:24,15:43:24,15:43:24,20251028,20251031,20251031
53926,WH03,ST103,6,On-Time,15:44:04,15:44:04,15:44:04,20251028,20251031,20251031
53927,WH04,ST004,7,On-Time,15:44:43,15:44:43,15:44:43,20251028,20251031,20251031
53928,WH04,ST104,8,On-Time,15:45:22,15:45:22,15:45:22,20251028,20251031,20251031
53929,WH05,ST005,9,On-Time,15:46:01,15:46:01,15:46:01,20251028,20251031,20251031
53930,WH05,ST105,10,On-Time,15:46:41,15:46:41,15:46:41,20251028,20251031,20251031
53931,WH06,ST006,11,On-Time,15:47:20,15:47:20,15:47:20,20251028,20251031,20251031
53932,WH06,ST106,12,On-Time,15:47:59,15:47:59,15:47:59,20251028,20251031,20251031
53933,WH07,ST007,13,On-Time,15:48:38,15:48:38,15:48:38,20251028,20251031,20251031
53934,WH07,ST107,14,On-Time,15:49:18,15:49:18,15:49:18,20251028,20251031,20251031
53935,WH08,ST008,15,On-Time,15:49:57,15:49:57,15:49:57,20251028,20251031,20251031
53936,WH08,ST108,16,On-Time,15:50:36,15:50:36,15:50:36,20251028,20251031,20251031
53937,WH09,ST009,17,On-Time,15:51:15,15:51:15,15:51:15,20251028,20251031,20251031
53938,WH09,ST109,18,On-Time,15:51:55,15:51:55,15:51:55,20251028,20251031,20251031
53939,WH10,ST010,19,On-Time,15:52:34,15:52:34,15:52:34,20251028,20251031,20251031
53940,WH10,ST110,20,On-Time,15:53:13,15:53:13,15:53:13,20251028,20251031,20251031
53941,WH11,ST011,1,On-Time,15:53:52,15:53:52,15:53:52,20251028,20251031,20251031
53942,WH11,ST111,2,On-Time,15:54:32,15:54:32,15:54:32,20251028,20251031,20251031
53943,WH12,ST012,3,On-Time,15:55:11,15:55:11,15:55:11,20251028,20251031,20251031
53944,WH12,ST112,4,On-Time,15:55:50,15:55:50,15:55:50,20251028,20251031,20251031
53945,WH13,ST013,5,On-Time,15:56:29,15:56:29,15:56:29,20251028,20251031,20251031
53946,WH13,ST113,6,On-Time,15:57:09,15:57:09,15:57:09,20251028,20251031,20251031
53947,WH14,ST014,7,On-Time,15:57:48,15:57:48,15:57:48,20251028,20251031,20251031
53948,WH14,ST114,8,On-Time,15:58:27,15:58:27,15:58:27,20251028,20251031,20251031
53949,WH15,ST015,9,On-Time,15:59:06,15:59:06,15:59:06,20251028,20251031,20251031
53950,WH15,ST115,10,On-Time,15:59:46,15:59:46,15:59:46,20251028,20251031,20251031
53951,WH16,ST016,11,On-Time,16:00:25,16:00:25,16:00:25,20251028,20251031,20251031
53952,WH16,ST116,12,On-Time,16:01:04,16:01:04,16:01:04,20251028,20251031,20251031
53953,WH17,ST017,13,On-Time,16:01:44,16:01:44,16:01:44,20251028,20251031,20251031
53954,WH17,ST117,14,On-Time,16:02:23,16:02:23,16:02:23,20251028,20251031,20251031
53955,WH18,ST018,15,On-Time,16:03:02,16:03:02,16:03:02,20251028,20251031,20251031
53956,WH18,ST118,16,On-Time,16:03:41,16:03:41,16:03:41,20251028,20251031,20251031
53957,WH19,ST019,17,Late,16:04:21,16:04:21,16:04:21,20251028,20251101,20251101
53958,WH19,ST119,18,On-Time,16:05:00,16:05:00,16:05:00,20251028,20251031,20251031
53959,WH20,ST020,19,On-Time,16:05:39,16:05:39,16:05:39,20251028,20251031,20251031
53960,WH20,ST120,20,On-Time,16:06:18,16:06:18,16:06:18,20251028,20251031,20251031
53961,WH01,ST001,1,On-Time,16:06:58,16:06:58,16:06:58,20251028,20251031,20251031
53962,WH01,ST101,2,On-Time,16:07:37,16:07:37,16:07:37,20251028,20251031,20251031
53963,WH02,ST002,3,On-Time,16:08:16,16:08:16,16:08:16,20251028,20251031,20251031
53964,WH02,ST102,4,On-Time,16:08:55,16:08:55,16:08:55,20251028,20251031,20251031
53965,WH03,ST003,5,On-Time,16:09:35,16:09:35,16:09:35,20251028,20251031,20251031
53966,WH03,ST103,6,Late,16:10:14,16:10:14,16:10:14,20251028,20251101,20251101
53967,WH04,ST004,7,On-Time,16:10:53,16:10:53,16:10:53,20251028,20251031,20251031
53968,WH04,ST104,8,On-Time,16:11:32,16:11:32,16:11:32,20251028,20251031,20251031
53969,WH05,ST005,9,On-Time,16:12:12,16:12:12,16:12:12,20251028,20251031,20251031
53970,WH05,ST105,10,Late,16:12:51,16:12:51,16:12:51,20251028,20251101,20251101
53971,WH06,ST006,11,On-Time,16:13:30,16:13:30,16:13:30,20251028,20251031,20251031
53972,WH06,ST106,12,On-Time,16:14:09,16:14:09,16:14:09,20251028,20251031,20251031
53973,WH07,ST007,13,On-Time,16:14:49,16:14:49,16:14:49,20251028,20251031,20251031
53974,WH07,ST107,14,On-Time,16:15:28,16:15:28,16:15:28,20251028,20251031,20251031
53975,WH08,ST008,15,On-Time,16:16:07,16:16:07,16:16:07,20251028,20251031,20251031
53976,WH08,ST108,16,Late,16:16:46,16:16:46,16:16:46,20251028,20251101,20251101
53977,WH09,ST009,17,On-Time,16:17:26,16:17:26,16:17:26,20251028,20251031,20251031
53978,WH09,ST109,18,On-Time,16:18:05,16:18:05,16:18:05,20251028,20251031,20251031
53979,WH10,ST010,19,On-Time,16:18:44,16:18:44,16:18:44,20251028,20251031,20251031
53980,WH10,ST110,20,Late,16:19:23,16:19:23,16:19:23,20251028,20251101,20251101
53981,WH11,ST011,1,On-Time,16:20:03,16:20:03,16:20:03,20251028,20251031,20251031
53982,WH11,ST111,2,Late,16:20:42,16:20:42,16:20:42,20251028,20251101,20251101
53983,WH12,ST012,3,On-Time,16:21:21,16:21:21,16:21:21,20251028,20251031,20251031
53984,WH12,ST112,4,On-Time,16:22:00,16:22:00,16:22:00,20251028,20251031,20251031
53985,WH13,ST013,5,On-Time,16:22:40,16:22:40,16:22:40,20251028,20251031,20251031
53986,WH13,ST113,6,On-Time,16:23:19,16:23:19,16:23:19,20251028,20251031,20251031
53987,WH14,ST014,7,On-Time,16:23:58,16:23:58,16:23:58,20251028,20251031,20251031
53988,WH14,ST114,8,On-Time,16:24:37,16:24:37,16:24:37,20251028,20251031,20251031
53989,WH15,ST015,9,Late,16:25:17,16:25:17,16:25:17,20251028,20251101,20251101
53990,WH15,ST115,10,On-Time,16:25:56,16:25:56,16:25:56,20251028,20251031,20251031
53991,WH16,ST016,11,On-Time,16:26:35,16:26:35,16:26:35,20251028,20251031,20251031
53992,WH16,ST116,12,Late,16:27:14,16:27:14,16:27:14,20251028,20251101,20251101
53993,WH17,ST017,13,On-Time,16:27:54,16:27:54,16:27:54,20251028,20251031,20251031
53994,WH17,ST117,14,Late,16:28:33,16:28:33,16:28:33,20251028,20251101,20251101
53995,WH18,ST018,15,On-Time,16:29:12,16:29:12,16:29:12,20251028,20251031,20251031
53996,WH18,ST118,16,On-Time,16:29:51,16:29:51,16:29:51,20251028,20251031,20251031
53997,WH19,ST019,17,On-Time,16:30:31,16:30:31,16:30:31,20251028,20251031,20251031
53998,WH19,ST119,18,On-Time,16:31:10,16:31:10,16:31:10,20251028,20251031,20251031
53999,WH20,ST020,19,On-Time,16:31:49,16:31:49,16:31:49,20251028,20251031,20251031
54000,WH20,ST120,20,Late,16:32:28,16:32:28,16:32:28,20251028,20251101,20251101
54001,WH01,ST001,1,On-Time,16:33:08,16:33:08,16:33:08,20251028,20251031,20251031
54002,WH01,ST101,2,On-Time,16:33:47,16:33:47,16:33:47,20251028,20251031,20251031
54003,WH02,ST002,3,On-Time,16:34:26,16:34:26,16:34:26,20251028,20251031,20251031
54004,WH02,ST102,4,On-Time,16:35:05,16:35:05,16:35:05,20251028,20251031,20251031
54005,WH03,ST003,5,On-Time,16:35:45,16:35:45,16:35:45,20251028,20251031,20251031
54006,WH03,ST103,6,On-Time,16:36:24,16:36:24,16:36:24,20251028,20251031,20251031
54007,WH04,ST004,7,On-Time,16:37:03,16:37:03,16:37:03,20251028,20251031,20251031
54008,WH04,ST104,8,On-Time,16:37:43,16:37:43,16:37:43,20251028,20251031,20251031
54009,WH05,ST005,9,On-Time,16:38:22,16:38:22,16:38:22,20251028,20251031,20251031
54010,WH05,ST105,10,On-Time,16:39:01,16:39:01,16:39:01,20251028,20251031,20251031
54011,WH06,ST006,11,On-Time,16:39:40,16:39:40,16:39:40,20251028,20251031,20251031
54012,WH06,ST106,12,On-Time,16:40:20,16:40:20,16:40:20,20251028,20251031,20251031
54013,WH07,ST007,13,On-Time,16:40:59,16:40:59,16:40:59,20251028,20251031,20251031
54014,WH07,ST107,14,On-Time,16:41:38,16:41:38,16:41:38,20251028,20251031,20251031
54015,WH08,ST008,15,On-Time,16:42:17,16:42:17,16:42:17,20251028,20251031,20251031
54016,WH08,ST108,16,On-Time,16:42:57,16:42:57,16:42:57,20251028,20251031,20251031
54017,WH09,ST009,17,On-Time,16:43:36,16:43:36,16:43:36,20251028,20251031,20251031
54018,WH09,ST109,18,On-Time,16:44:15,16:44:15,16:44:15,20251028,20251031,20251031
54019,WH10,ST010,19,On-Time,16:44:54,16:44:54,16:44:54,20251028,20251031,20251031
54020,WH10,ST110,20,On-Time,16:45:34,16:45:34,16:45:34,20251028,20251031,20251031
54021,WH11,ST011,1,On-Time,16:46:13,16:46:13,16:46:13,20251028,20251031,20251031
54022,WH11,ST111,2,On-Time,16:46:52,16:46:52,16:46:52,20251028,20251031,20251031
54023,WH12,ST012,3,On-Time,16:47:31,16:47:31,16:47:31,20251028,20251031,20251031
54024,WH12,ST112,4,On-Time,16:48:11,16:48:11,16:48:11,20251028,20251031,20251031
54025,WH13,ST013,5,On-Time,16:48:50,16:48:50,16:48:50,20251028,20251031,20251031
54026,WH13,ST113,6,On-Time,16:49:29,16:49:29,16:49:29,20251028,20251031,20251031
54027,WH14,ST014,7,On-Time,16:50:08,16:50:08,16:50:08,20251028,20251031,20251031
54028,WH14,ST114,8,On-Time,16:50:48,16:50:48,16:50:48,20251028,20251031,20251031
54029,WH15,ST015,9,Late,16:51:27,16:51:27,16:51:27,20251028,20251102,20251102
54030,WH15,ST115,10,On-Time,16:52:06,16:52:06,16:52:06,20251028,20251031,20251031
54031,WH16,ST016,11,On-Time,16:52:45,16:52:45,16:52:45,20251028,20251031,20251031
54032,WH16,ST116,12,Late,16:53:25,16:53:25,16:53:25,20251028,20251101,20251101
54033,WH17,ST017,13,On-Time,16:54:04,16:54:04,16:54:04,20251028,20251031,20251031
54034,WH17,ST117,14,On-Time,16:54:43,16:54:43,16:54:43,20251028,20251031,20251031
54035,WH18,ST018,15,On-Time,16:55:22,16:55:22,16:55:22,20251028,20251031,20251031
54036,WH18,ST118,16,On-Time,16:56:02,16:56:02,16:56:02,20251028,20251031,20251031
54037,WH19,ST019,17,Late,16:56:41,16:56:41,16:56:41,20251028,20251101,20251101
54038,WH19,ST119,18,On-Time,16:57:20,16:57:20,16:57:20,20251028,20251031,20251031
54039,WH20,ST020,19,On-Time,16:57:59,16:57:59,16:57:59,20251028,20251031,20251031
54040,WH20,ST120,20,On-Time,16:58:39,16:58:39,16:58:39,20251028,20251031,20251031
54041,WH01,ST001,1,On-Time,16:59:18,16:59:18,16:59:18,20251028,20251031,20251031
54042,WH01,ST101,2,On-Time,16:59:57,16:59:57,16:59:57,20251028,20251031,20251031
